Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
1.889522167,1.614093475,-1.848805389,9.923913116,10.22288759
1.899573167,1.429227905,-1.896556091,10.063423,10.33983075
1.909623167,1.312171326,-1.889221344,10.1577269,10.41491078
1.919673167,1.164578247,-1.887425079,10.1484462,10.38795341
1.929723167,1.003064117,-1.93532547,10.147099,10.3785953
1.939773167,0.950373688,-2.037562866,10.06686584,10.31487569
1.949823167,0.949026489,-2.095342712,9.923014984,10.18613463
1.959873167,0.992735596,-2.099983063,9.840536499,10.11096491
1.969923167,1.098415833,-2.055974579,9.733209686,10.00844242
1.979974167,1.325493622,-1.987117767,9.587562561,9.880633898
1.990024167,1.598825226,-1.89550827,9.375753021,9.698140978
2.000074167,1.906435547,-1.755399628,9.15825531,9.517855046
2.010124167,2.202968903,-1.57607254,9.040749664,9.437808598
2.020174167,2.466720428,-1.423240356,9.010213165,9.449564226
2.030224167,2.678829346,-1.321302338,9.1278685,9.604163154
2.040274167,2.803819427,-1.235081635,9.270222473,9.763393607
2.050324167,2.768792267,-1.225501556,9.42619812,9.900569462
2.060374167,2.709665222,-1.202150116,9.575587463,10.02393764
2.070425167,2.690804443,-1.17939743,9.62049408,10.05909107
2.080475167,2.666554871,-1.107247467,9.591005402,10.01618173
2.090525167,2.710563354,-1.03554657,9.470056915,9.904619547
2.100575167,2.813848572,-0.956361237,9.20974823,9.677387719
2.110625167,2.988984375,-0.885109406,8.982371063,9.507914397
2.120675167,3.240611115,-0.834813995,8.929231567,9.535704022
2.130725167,3.383563843,-0.774489441,8.806486816,9.465862254
2.140775167,3.456312561,-0.699495392,8.568930817,9.266173194
2.150826167,3.552113342,-0.710722046,8.56623642,9.300701125
2.160876167,3.511697388,-0.996028748,8.480464783,9.232679716
2.170926167,3.531156921,-1.462009735,8.344397736,9.177990806
2.180976167,3.538940735,-1.654659119,8.436755676,9.297356864
2.191026167,3.03404068,-1.712738342,8.403225403,9.096871586
2.201076167,2.525248718,-1.005758514,7.945327606,8.397419964
2.211125292,2.824775848,0.282911682,7.312294006,7.844044955
2.221175292,2.89123764,0.384101257,7.229516144,7.795684225
2.231225292,2.723885651,-0.102836151,7.591613159,8.066146457
2.241276292,2.893932037,-0.371826782,7.606881409,8.147253682
2.251326292,3.434607697,-0.550555115,7.670349426,8.422226623
2.261376292,4.242178345,-0.577648773,7.958649902,9.037138014
2.271426292,4.526586914,-0.816252594,8.165220337,9.371610349
2.281476292,4.639003143,-0.885109406,8.50651062,9.729567912
2.291526292,4.563410339,-0.860111389,8.770262146,9.923809936
2.301576292,4.547094269,-1.078357544,8.90902359,10.06029933
2.311626292,4.568948822,-1.569486237,8.976383514,10.19382369
2.321677292,4.949607239,-2.17871933,9.526489563,10.95442528
2.331727292,5.795198822,-2.648592224,10.09440857,11.93718788
2.341777292,6.879094849,-2.770588531,10.09650421,12.52746998
2.351827292,7.999215546,-2.674488373,9.708960114,12.86095812
2.361877292,8.949439545,-2.54725296,9.056916046,12.98494105
2.371927292,9.433832245,-2.766247559,8.408165131,12.93624974
2.381977292,9.745184784,-2.954406281,7.960745544,12.92557978
2.392027292,10.3156485,-2.663561096,7.646249542,13.11382071
2.402077292,10.83102676,-2.36702774,7.601492615,13.44234544
2.412128292,10.79240707,-2.194286957,8.531209259,13.93098981
2.422178292,10.62759979,-1.922003174,10.0077388,14.72395359
2.432228292,10.54437286,-2.633323975,10.56802368,15.15919915
2.442278292,9.733059998,-3.474574585,10.90437424,15.02366476
2.452328292,8.805139618,-3.64477066,11.22530685,14.72488882
2.462378292,8.436905365,-3.510499878,10.90721832,14.22927943
2.472428292,7.882608032,-3.562441864,10.41085052,13.53559419
2.482478292,6.929539948,-3.884272614,9.775870972,12.59657695
2.492529292,6.553521881,-4.177063751,8.917705536,11.82886227
2.502579292,6.974296875,-4.087400208,8.224646759,11.5322362
2.512629292,7.329059143,-3.984264679,8.473429413,11.89068875
2.522679292,7.518714752,-4.056863708,10.81905167,13.78553929
2.532729292,8.468040619,-4.518803101,13.50147354,16.56553896
2.542779292,9.24013504,-6.039640503,12.54107071,16.70735789
2.552829292,9.659263458,-7.277715912,10.25801834,15.85854532
2.562879292,9.783205719,-7.8219841,9.879156189,15.95281406
2.572929292,9.056766357,-7.297025757,9.815987549,15.21923826
2.582980292,7.782017212,-6.015241241,12.22642502,15.69166619
2.593030292,7.967182159,-4.845573578,14.16998337,16.9630187
2.603080292,7.755522308,-4.836143188,15.59097839,18.07249331
2.613130292,6.534361725,-5.77783493,14.30919388,16.75811114
2.623180292,5.601651306,-5.991889801,12.37416779,14.84591759
2.633230292,4.449497223,-5.74744812,11.23832977,13.38399199
2.643280292,3.000660095,-5.494324493,10.35576508,12.10096826
2.653330292,1.980531464,-5.468278656,9.021290131,10.7335107
2.663381292,1.193767548,-4.853058014,8.372090149,9.75034084
2.673431292,0.83196991,-3.977378998,7.981851654,8.95665526
2.683481292,-0.595312042,-2.905757446,7.781268768,8.327422555
2.693531292,-2.271526337,-2.146536255,6.509363708,7.220752432
2.703581292,-2.118095398,-1.567540283,5.425018616,6.031114129
2.713631292,-0.505049744,-0.794697418,5.624403992,5.702678274
2.723681292,0.798140259,-0.720900879,6.482419739,6.571034288
2.733731292,1.504221954,-1.330882416,6.549629974,6.85066307
2.743781292,1.694176941,-1.906136169,5.781277771,6.318762796
2.753832292,1.505718842,-2.404000854,5.439239044,6.134470696
2.763882292,1.638492737,-2.474803619,5.713618469,6.438536124
2.773932292,1.82650177,-2.46417572,5.615123291,6.398271663
2.783982292,1.520837402,-3.012036438,5.330115967,6.308363189
2.794032292,0.646206207,-3.477119293,6.080655212,7.034366272
2.804082292,-0.428708496,-3.933669891,7.519463196,8.49705105
2.814132292,-0.944984894,-4.307742004,8.74406662,9.793280282
2.824182292,-0.540975037,-4.146078186,9.961185608,10.80314015
2.834232292,0.731379089,-3.720064087,11.76328812,12.3591561
2.844283292,2.099983063,-2.532882843,12.82757492,13.24281325
2.854333292,2.65607666,-1.052162018,13.48291214,13.78226062
2.864383292,2.283052368,-0.07604187,13.63364868,13.82369295
2.874433292,0.862506409,-0.165555725,12.6009462,12.631515
2.884483292,-0.534388733,-0.780177612,11.16468292,11.20465944
2.894533292,-1.004710693,-1.356778564,10.48674271,10.62177312
2.904583292,-0.864602051,-1.4837146,10.49557434,10.63513171
2.914633292,0.062270508,-1.521286469,10.50425629,10.61402799
2.924683292,1.431173859,-1.517394562,10.39109161,10.59837392
2.934734292,2.858006744,-1.021326141,9.82047821,10.27876947
2.944784292,3.299289093,-0.131127319,9.583371277,10.13624723
2.954834292,2.776276703,0.041912842,10.08812164,10.46325319
2.964884292,0.702938232,-0.17663269,9.60762085,9.634920843
2.974934292,-1.065484314,-0.450263672,8.655750275,8.732697579
2.984984292,-2.64440094,-1.404229889,7.424859924,8.005826804
2.995034292,-2.884950714,-2.107617188,6.511309662,7.427122212
3.005084292,-1.499880981,-1.61124939,6.837032318,7.182672098
3.015135292,-0.339194641,-0.839604034,6.817722473,6.877596067
3.025185292,1.357227631,-0.93375824,5.448519745,5.69212954
3.035235292,2.278861084,-0.995280304,4.068240051,4.76805703
3.045285292,1.829645233,-1.109043732,3.732188873,4.30195461
3.055335292,1.233435059,-1.087937622,3.607049103,3.964312493
3.065385292,0.69859726,-1.261277161,2.783461761,3.134727673
3.075435292,0.189206543,-1.792223053,1.983974304,2.680301593
3.085485292,-0.36973114,-2.270029449,1.525028687,2.759609993
3.095535292,-0.415086823,-2.435585175,0.905018005,2.631241115
3.105586292,0.146694946,-2.415526886,-0.424217834,2.456878165
3.115636292,0.131726074,-1.924547882,-0.437091064,1.977949673
3.125686292,-0.656834106,-1.753453674,0.115559692,1.876002365
3.135736292,-2.564616852,-2.022294617,1.366957397,3.540551884
3.145786292,-3.420237579,-2.100881195,0.932710419,4.120882869
3.155836292,-5.451214142,-2.359094238,1.952090607,6.252337082
3.165886292,-7.799081726,-2.820135498,3.421584778,8.971403591
3.175936292,-8.463699646,-2.599644012,4.462520142,9.914960751
3.185986292,-8.510252838,-1.817370758,3.144810333,9.252949361
3.196037292,-8.906478882,-1.823358307,2.8187883,9.518170468
3.206088292,-9.210197296,-2.339485016,3.818110199,10.24103949
3.216138292,-10.21685394,-2.154619446,3.879931641,11.13913637
3.226188292,-10.96439941,-2.08037384,4.624333649,12.08016852
3.236238292,-11.47259262,-2.367626495,5.210215302,12.82077923
3.246288292,-12.47371078,-2.993475037,5.216651917,13.84802552
3.256338292,-13.50416794,-3.834276581,5.052144012,14.91939636
3.266388292,-14.05517212,-4.280947723,5.031636658,15.53034913
3.276438292,-13.98571655,-4.343966675,5.084776154,15.50242763
3.286489292,-13.56015152,-4.343068542,4.925956421,15.06668511
3.296539292,-13.62691269,-4.524940338,4.851112061,15.15589399
3.306589292,-14.26668228,-5.012476501,4.826712799,15.8732574
3.316639292,-14.93204865,-5.476511536,5.173242188,16.72485247
3.326689292,-15.5564003,-5.486989746,5.735922089,17.46451972
3.336739292,-15.66881653,-5.044809265,5.990692291,17.5171432
3.346789292,-15.77060486,-4.491410065,5.937253418,17.43948738
3.356839292,-16.09108841,-4.046984253,6.109096069,17.6811273
3.366889292,-16.32235748,-3.603157196,6.58525589,17.96573658
3.376940292,-16.64778076,-2.780617676,6.82281189,18.20525202
3.386990292,-16.92784836,-2.002685394,7.313790894,18.54870174
