Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
53.22586254,-0.248183899,-0.695753174,9.709259491,9.737319323
53.23591454,-0.256716156,-0.668509827,9.749376068,9.77564025
53.24596654,-0.281265106,-0.640518036,9.823771362,9.84864748
53.25601854,-0.258811798,-0.628692627,9.791737976,9.815313065
53.26607054,-0.209115143,-0.585582275,9.740095367,9.759922823
53.27612254,-0.121247864,-0.525856476,9.673483887,9.688524995
53.28617454,-0.069605255,-0.498164063,9.622290344,9.635428573
53.29622654,-0.076790314,-0.490679626,9.670340424,9.683085622
53.30627854,-0.092357941,-0.48094986,9.724078674,9.736403279
53.31633054,-0.170196075,-0.49142807,9.819430389,9.83319284
53.32638254,-0.253123627,-0.506846008,9.968670044,9.984755725
53.33643454,-0.29952713,-0.501906281,10.08542725,10.10234968
53.34648554,-0.308358765,-0.503552856,9.986483002,10.0039239
53.35653754,-0.282312927,-0.496816864,9.800868988,9.817512949
53.36658954,-0.194445648,-0.477507019,9.645791473,9.659560819
53.37664154,-0.11585907,-0.451910248,9.567204895,9.578572738
53.38669354,-0.082029419,-0.503702545,9.581275635,9.594857366
53.39674554,-0.090861053,-0.5533992,9.615704041,9.632043947
53.40679754,-0.081280975,-0.603095856,9.627230072,9.646444426
53.41684954,-0.092208252,-0.638123016,9.635163574,9.656711679
53.42690154,-0.143401794,-0.627644806,9.673034821,9.694436792
53.43695354,-0.17902771,-0.606688385,9.667047272,9.687720303
53.44700554,-0.200582886,-0.628542938,9.698481903,9.720897641
53.45705754,-0.244441681,-0.670755157,9.689650269,9.715914087
53.46710954,-0.292342072,-0.706381073,9.651928711,9.682157092
53.47716154,-0.300574951,-0.737666016,9.654024353,9.686830372
53.48721354,-0.256117401,-0.755478973,9.663454742,9.696324157
53.49726554,-0.185314636,-0.772842865,9.696685638,9.729200377
53.50731654,-0.147593079,-0.785416718,9.640103302,9.673171911
53.51736854,-0.119750977,-0.785716095,9.653126221,9.685790412
53.52742054,-0.13217514,-0.795894928,9.733658752,9.767038021
53.53747254,-0.178878021,-0.768202515,9.834399261,9.865978983
53.54752454,-0.198038177,-0.742905121,9.938582611,9.968277256
53.55757654,-0.236657867,-0.701441345,9.946067047,9.973578927
53.56762854,-0.259410553,-0.678389282,9.947863312,9.974341598
53.57768054,-0.261057129,-0.6529422,9.933044128,9.957903896
53.58773254,-0.267493744,-0.639470215,9.921817474,9.946001058
53.59778454,-0.287102966,-0.615969086,9.854607239,9.878012445
53.60783654,-0.33230896,-0.590372314,9.699380035,9.723010942
53.61788854,-0.348325653,-0.600850525,9.647587738,9.67255402
53.62794054,-0.33111145,-0.641865234,9.739646301,9.766388065
53.63799254,-0.308059387,-0.640667725,9.788444824,9.814224768
53.64804454,-0.278570709,-0.653091888,9.797426147,9.823120165
53.65809654,-0.220341797,-0.658929749,9.81464035,9.839202413
53.66814754,-0.181273041,-0.644859009,9.836494904,9.859276598
53.67819954,-0.173788605,-0.632734222,9.803563385,9.825497958
53.68825154,-0.20357666,-0.630488892,9.777367859,9.799789893
53.69830354,-0.234861603,-0.622256012,9.774523773,9.797125982
53.70835554,-0.256865845,-0.606389008,9.758357391,9.780553495
53.71840754,-0.284109192,-0.585282898,9.71988739,9.741636668
53.72845954,-0.314346313,-0.60489212,9.710756378,9.734654463
53.73851154,-0.313148804,-0.625399475,9.685309296,9.710530512
53.74856354,-0.293389893,-0.611777802,9.696835327,9.720543455
53.75861554,-0.25970993,-0.598305817,9.733808441,9.75563662
53.76866754,-0.251926117,-0.580642548,9.727820892,9.748390218
53.77871954,-0.249830475,-0.598904572,9.733059998,9.754668568
53.78877154,-0.240849152,-0.589324493,9.753567352,9.77432288
53.79882354,-0.233215027,-0.593366089,9.743238831,9.764075761
53.80887554,-0.23171814,-0.589324493,9.712103577,9.732725853
53.81892754,-0.228424988,-0.61896286,9.741891632,9.76420737
53.82897854,-0.212258606,-0.633931732,9.786199493,9.809007273
53.83903054,-0.24219635,-0.641416168,9.7900914,9.814069665
53.84908254,-0.25042923,-0.622256012,9.798174591,9.821106998
53.85913454,-0.243842926,-0.638422394,9.823921051,9.84766304
53.86918654,-0.225580902,-0.655037842,9.855205994,9.879526633
53.87923854,-0.242795105,-0.646505585,9.865833893,9.889974587
53.88929054,-0.24099884,-0.633183289,9.822424164,9.845761422
53.89934254,-0.230071564,-0.613873444,9.777517548,9.799470543
53.90939454,-0.209115143,-0.605341187,9.770482178,9.791449795
53.91944654,-0.194595337,-0.597407684,9.760752411,9.780953477
53.92949854,-0.201181641,-0.605041809,9.749376068,9.770203855
53.93955054,-0.194295959,-0.60025177,9.721833344,9.742283955
53.94960254,-0.186961212,-0.623303833,9.716145172,9.737912465
53.95965454,-0.174686737,-0.623453522,9.715995483,9.737544762
53.96970654,-0.157771912,-0.610879669,9.715696106,9.736160268
53.97975854,-0.169747009,-0.583786011,9.688153381,9.707210521
53.98980954,-0.198187866,-0.593066711,9.707313538,9.727432481
53.99986154,-0.226778412,-0.59201889,9.703721008,9.724408271
54.00991354,-0.200582886,-0.566122742,9.691446533,9.710039359
54.01996554,-0.171393585,-0.561781769,9.679770813,9.697573795
54.03001754,-0.14744339,-0.571212158,9.691596222,9.7095345
54.04006954,-0.113164673,-0.56627243,9.707612915,9.724773479
54.05012154,-0.076191559,-0.561781769,9.693841553,9.710405139
54.06017346,-0.05733078,-0.573158112,9.691596222,9.708698902
54.07022546,-0.079634399,-0.596210175,9.734257507,9.752824075
54.08027746,-0.14040802,-0.62599823,9.779463501,9.800484405
54.09032946,-0.171543274,-0.616268463,9.788444824,9.809325461
54.10038146,-0.144898682,-0.595312042,9.832153931,9.851225455
54.11043346,-0.095351715,-0.623752899,9.817185059,9.837442864
54.12048546,-0.086819458,-0.642613678,9.769434357,9.790931396
54.13053746,-0.070952454,-0.651295624,9.697733459,9.719838193
54.14058846,-0.080831909,-0.645457764,9.742041321,9.76373487
54.15064046,-0.096848602,-0.630339203,9.813592529,9.834292323
54.16069246,-0.145946503,-0.643212433,9.874066772,9.896070798
54.17074446,-0.17199234,-0.646056519,9.904303894,9.926842701
54.18079646,-0.178728333,-0.635877686,9.889634399,9.911667509
54.19084846,-0.180674286,-0.633632355,9.819580078,9.841660737
54.20090046,-0.191751251,-0.660576324,9.775122528,9.799293345
54.21095246,-0.195343781,-0.661773834,9.76554245,9.789888822
54.22100446,-0.227077789,-0.673748932,9.780361633,9.806170283
54.23105646,-0.257614288,-0.671054535,9.762249298,9.788676656
54.24110846,-0.250279541,-0.682281189,9.710756378,9.737912348
54.25116046,-0.204923859,-0.680784302,9.720635834,9.746600539
54.26121246,-0.170645142,-0.682730255,9.713899841,9.739357807
54.27126446,-0.158969421,-0.67509613,9.721234589,9.745944182
54.28131646,-0.160017242,-0.680634613,9.732311554,9.757395
54.29136846,-0.186661835,-0.655935974,9.718091125,9.741991058
54.30141946,-0.218695221,-0.647703094,9.72692276,9.750916535
54.31147146,-0.235909424,-0.642913055,9.727222137,9.75129945
54.32152346,-0.284408569,-0.623004456,9.700427856,9.724573172
54.33157546,-0.404458923,-0.600401459,9.706714783,9.733672524
54.34162746,-0.541573792,-0.605490875,9.732161865,9.766007165
54.35167946,-0.524808655,-0.629441071,9.891280975,9.925173022
54.36173146,-0.338446198,-0.630937958,10.19335281,10.21846711
54.37178346,-0.128582611,-0.649798737,10.48374893,10.50465438
54.38183546,-0.001796265,-0.663869476,10.58284286,10.60364508
54.39188746,0.042511597,-0.702189789,10.38764877,10.41144201
54.40193946,0.076640625,-0.687520294,10.15787659,10.18140534
54.41199146,0.094453583,-0.578397217,9.900711365,9.918041659
54.42204346,0.033679962,-0.450712738,9.616003418,9.626619243
54.43209546,-0.04685257,-0.362246704,9.577832794,9.584795192
54.44214746,-0.161065063,-0.320782928,9.591604156,9.598318287
54.45219946,-0.272882538,-0.28785141,9.565109253,9.573329532
54.46225046,-0.35925293,-0.312699738,9.614805908,9.626595268
54.47230246,-0.374072113,-0.349223785,9.666149139,9.679686275
54.48235446,-0.295335846,-0.358654175,9.653874664,9.665047962
54.49240646,-0.188458099,-0.345331879,9.548344116,9.556445256
54.50245846,-0.119750977,-0.304915924,9.425749054,9.431439935
54.51251046,-0.103434906,-0.275726624,9.382189636,9.386810231
54.52256246,-0.16031662,-0.304915924,9.472152557,9.47841491
54.53261446,-0.20821701,-0.317789154,9.542655945,9.550216058
54.54266646,-0.236059113,-0.309107208,9.520651703,9.528592762
54.55271846,-0.244441681,-0.288001099,9.467362518,9.474895747
54.56277046,-0.202977905,-0.278121643,9.477391663,9.483644047
54.57282246,-0.159717865,-0.266296234,9.57364151,9.578676069
54.58287446,-0.125888214,-0.258512421,9.7011763,9.705436524
54.59292646,-0.125139771,-0.267793121,9.787247314,9.791709918
54.60297846,-0.122595062,-0.282163239,9.84278183,9.847588527
54.61303046,-0.086819458,-0.296233978,9.859546967,9.864378266
54.62308146,-0.055684204,-0.2866539,9.851613464,9.855940292
54.63313346,-0.04565506,-0.305963745,9.838440857,9.843303139
54.64318546,-0.076940002,-0.329614563,9.79473175,9.800578329
54.65323746,-0.088016968,-0.32991394,9.78545105,9.791406561
54.66328946,-0.102387085,-0.345331879,9.817185059,9.823790495
54.67334146,-0.173040161,-0.423319702,9.863438873,9.874035086
54.68339346,-0.22228775,-0.468376007,9.921667786,9.935204053
54.69344546,-0.214953003,-0.478405151,9.944420471,9.958241551
54.70349746,-0.187559967,-0.512234802,10.01447479,10.02932045
54.71354946,-0.134270782,-0.507145386,10.01686981,10.03059848
54.72360146,-0.03861969,-0.46568161,9.951755219,9.962719647
54.73365346,0.052241364,-0.417182465,9.897867279,9.906792975
54.74370546,0.104333038,-0.322728882,9.850715332,9.856552737
54.75375746,0.139809265,-0.249082031,9.876461792,9.88059138
54.76380946,0.072000275,-0.209863586,9.949958954,9.952432363
54.77386146,-0.045505371,-0.205073547,10.11416748,10.11634864
54.78391246,-0.152532806,-0.220491486,10.22763153,10.23114507
54.79396446,-0.232765961,-0.264350281,10.33780243,10.34380105
54.80401646,-0.310454407,-0.331710205,10.45455963,10.46442692
54.81406846,-0.420625305,-0.391286316,10.80572937,10.82098969
54.82412046,-0.477956085,-0.409248962,11.3215567,11.33902875
54.83417246,-0.526155853,-0.408650208,11.98288147,12.00138672
54.84422446,-0.608185272,-0.467328186,12.76006531,12.78309632
54.85427646,-0.697699127,-0.540076904,13.30553101,13.33475243
54.86432846,-0.673748932,-0.51597702,13.742173,13.76835098
54.87438046,-0.482596436,-0.512085114,14.07732605,14.09490118
54.88443246,-0.238454132,-0.608185272,14.58447144,14.59909438
54.89448446,0.093106384,-0.696800995,15.24639496,15.26259348
54.90453646,0.487087097,-0.646655273,16.24347153,16.26363379
54.91458846,0.939147034,-0.551303558,17.52061569,17.55442699
54.92464046,1.187929688,-0.579744415,18.4867067,18.5339042
54.93469146,1.109642487,-0.750988312,19.28320038,19.32969495
54.94474346,0.972527618,-0.779578857,19.49590805,19.53571048
54.95479546,0.82493454,-0.732726288,18.88892029,18.92111821
54.96484746,0.704135742,-0.706231384,18.17804855,18.20538434
54.97489946,0.863853607,-0.59441391,17.28934662,17.32111652
54.98495146,1.107995911,-0.53828064,16.2145816,16.26130553
54.99500346,1.13269455,-0.435444489,15.75713287,15.80379212
55.00505546,0.707428894,-0.290396118,15.58603867,15.60478731
